class,cap-shape,cap-surface,cap-color,bruises,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,has_odor
p,x,y,g,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,g,1
e,f,f,g,t,n,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,0
p,x,f,y,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,p,1
p,x,y,y,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,1
p,x,y,y,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,1
e,f,f,c,f,n,w,n,w,e,b,f,f,w,n,w,o,e,w,v,l,0
p,x,f,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,g,1
p,f,y,g,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,g,1
p,x,s,b,t,f,c,b,w,t,b,f,s,w,w,w,o,p,h,s,u,1
p,f,f,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,1
p,x,y,g,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,d,1
e,f,f,g,t,n,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d,0
p,x,f,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,p,1
p,x,f,y,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,p,1
e,f,y,e,t,n,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d,0
p,f,y,g,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,d,1
e,f,f,g,t,n,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d,0
p,x,f,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,g,1
p,x,f,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,p,1
e,f,y,n,t,n,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,0
e,f,f,g,t,n,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d,0
p,x,y,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,1
p,f,y,y,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,p,1
p,f,f,y,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,p,1
p,f,y,g,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,g,1
p,f,s,b,t,f,c,b,w,t,b,f,f,w,w,w,o,p,h,s,u,1
e,f,f,e,t,n,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d,0
p,x,y,n,f,y,c,n,b,t,missing,k,k,p,p,w,o,e,w,v,d,1
e,x,y,g,t,n,c,b,n,t,b,s,s,g,w,w,o,p,n,v,d,0
p,x,f,g,f,c,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d,1
p,x,f,p,f,c,w,n,n,e,b,s,s,w,w,w,o,p,n,v,d,1
p,x,y,n,f,y,c,n,b,t,missing,s,k,p,w,w,o,e,w,v,l,1
p,f,f,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,p,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,g,1
p,x,s,g,t,f,c,b,w,t,b,s,f,w,w,w,o,p,h,s,u,1
p,f,y,g,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,1
p,x,f,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,d,1
p,x,y,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,g,1
p,f,f,g,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,g,1
p,x,y,y,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,g,1
p,f,s,g,t,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,u,1
p,x,f,y,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,d,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,d,1
p,f,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,d,1
p,x,y,g,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,p,1
p,x,y,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,p,1
e,f,y,e,t,n,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,0
p,f,f,y,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,p,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,p,1
p,x,f,g,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,p,1
p,f,s,w,t,f,c,b,p,t,b,f,f,w,w,w,o,p,h,s,u,1
p,f,f,y,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,p,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,d,1
p,f,f,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,p,1
p,x,y,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,d,1
p,x,y,y,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,d,1
p,x,s,w,t,f,c,b,h,t,b,f,s,w,w,w,o,p,h,s,g,1
p,f,f,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,1
p,x,s,b,t,f,c,b,p,t,b,f,s,w,w,w,o,p,h,s,g,1
p,f,y,g,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,d,1
p,x,y,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,d,1
p,x,f,y,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,g,1
e,f,y,g,t,n,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d,0
p,f,y,y,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,p,1
p,x,y,g,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,p,1
p,f,f,y,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,g,1
p,f,y,y,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,p,1
p,f,f,y,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,d,1
p,x,y,g,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,p,1
p,x,f,p,f,c,c,n,p,e,b,s,s,w,w,w,o,p,k,s,d,1
p,x,y,y,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,d,1
p,x,f,y,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,g,1
p,f,f,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,g,1
p,x,y,g,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,d,1
p,x,f,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,p,1
p,x,y,g,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,p,1
p,f,y,g,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,1
p,x,f,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,p,1
e,k,y,n,f,n,w,n,w,e,b,f,f,w,n,w,o,e,w,v,l,0
p,f,f,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,p,1
p,x,y,y,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,1
p,x,f,g,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,v,g,1
e,f,s,p,t,n,c,b,e,e,missing,s,s,w,w,w,t,e,w,c,w,0
p,f,f,y,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,p,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,d,1
p,x,y,g,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,p,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,g,1
e,k,s,p,t,n,c,b,e,e,missing,s,s,w,e,w,t,e,w,c,w,0
p,x,f,y,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,p,1
p,x,y,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,g,1
p,f,y,y,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,y,g,1
p,f,f,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,d,1
p,x,f,y,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,g,1
p,f,f,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,d,1
p,f,f,y,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,y,g,1
e,f,y,g,t,n,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,0
p,f,y,g,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,g,1
p,x,y,g,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,p,1
p,f,f,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,d,1
p,x,f,y,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,g,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,d,1
p,f,f,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,1
p,f,y,y,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,g,1
p,f,f,g,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,p,1
p,f,y,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,p,1
e,x,y,r,f,n,c,n,p,e,missing,s,f,w,w,w,o,f,h,v,d,0
p,f,y,y,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,d,1
p,x,y,n,f,s,c,n,b,t,missing,k,s,w,w,w,o,e,w,v,p,1
p,f,y,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,1
p,k,y,n,f,n,c,n,w,e,missing,k,y,w,n,w,o,e,w,v,d,0
p,f,f,y,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,d,1
p,x,y,g,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,1
p,x,y,g,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,v,d,1
p,x,f,g,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,d,1
p,x,y,g,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,d,1
p,x,y,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,g,1
e,f,y,e,t,n,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d,0
p,f,f,y,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,p,1
p,x,y,y,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,g,1
p,x,f,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,g,1
p,f,f,g,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,g,1
p,f,s,b,t,f,c,b,w,t,b,s,s,w,w,w,o,p,h,s,u,1
p,x,y,g,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,p,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,y,d,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,g,1
e,x,s,e,t,n,c,b,e,e,missing,s,s,w,e,w,t,e,w,c,w,0
p,f,f,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,d,1
p,f,f,y,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,p,1
p,f,y,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,d,1
p,x,f,y,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,g,1
p,b,y,w,t,n,w,n,w,e,b,s,s,w,w,w,o,p,w,c,l,0
p,f,s,b,t,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,u,1
p,x,y,y,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,p,1
p,f,y,y,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,d,1
p,x,f,y,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,g,1
p,f,f,g,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,g,1
p,x,s,w,t,f,c,b,w,t,b,f,f,w,w,w,o,p,h,s,u,1
e,f,y,g,t,n,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,0
p,x,y,n,f,y,c,n,b,t,missing,s,k,w,p,w,o,e,w,v,d,1
p,f,y,g,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,d,1
p,f,f,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,g,1
e,f,y,e,t,n,c,b,n,t,b,s,s,p,g,w,o,p,k,v,d,0
e,x,y,b,t,n,c,b,e,e,missing,s,s,w,e,w,t,e,w,c,w,0
p,x,y,y,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,p,1
p,x,y,y,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,g,1
p,x,f,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,g,1
p,f,y,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,g,1
p,x,y,g,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,p,1
p,f,y,y,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,d,1
p,f,y,g,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,p,1
e,x,y,u,f,n,c,n,h,e,missing,s,f,w,w,w,o,f,h,y,d,0
p,x,f,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,g,1
p,f,f,g,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,g,1
p,f,y,g,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,d,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,d,1
p,f,y,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,p,1
p,f,f,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,p,1
p,f,y,g,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,d,1
e,f,f,e,t,n,c,b,u,t,b,s,s,g,w,w,o,p,n,y,d,0
p,f,s,b,t,f,c,b,h,t,b,s,f,w,w,w,o,p,h,v,u,1
p,f,y,g,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,p,1
p,x,y,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,p,1
p,f,y,y,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,1
e,f,y,n,t,n,c,b,u,t,b,s,s,w,g,w,o,p,k,v,d,0
p,f,y,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,g,1
e,x,s,b,t,n,c,b,e,e,missing,s,s,w,w,w,t,e,w,c,w,0
p,x,y,y,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,d,1
p,x,y,y,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,g,1
p,f,y,g,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,p,1
e,f,f,e,t,n,c,b,n,t,b,s,s,g,g,w,o,p,k,y,d,0
p,f,f,y,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,1
p,f,f,y,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,1
p,x,f,y,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,g,1
p,x,y,n,f,y,c,n,b,t,missing,k,s,w,p,w,o,e,w,v,d,1
p,f,f,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,p,1
p,x,y,y,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,p,1
p,f,f,y,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,d,1
p,f,y,g,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,p,1
p,f,y,g,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,g,1
p,f,y,g,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,v,g,1
p,x,s,g,f,c,c,n,p,e,b,s,s,w,w,w,o,p,k,v,d,1
p,x,y,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,g,1
p,f,s,g,t,f,c,b,h,t,b,f,f,w,w,w,o,p,h,s,u,1
p,x,y,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,g,1
p,x,y,y,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,p,1
p,x,y,y,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,d,1
e,f,y,g,t,n,c,b,u,t,b,s,s,p,g,w,o,p,k,y,d,0
p,f,f,g,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,y,d,1
p,f,y,y,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,g,1
p,f,y,g,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,p,1
p,x,y,y,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,g,1
p,x,y,g,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,d,1
p,x,f,y,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,1
e,f,y,n,t,n,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,0
p,x,y,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,g,1
p,x,y,g,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,p,1
p,x,y,y,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,g,1
p,f,f,g,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,p,1
p,f,f,g,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,y,g,1
p,x,y,y,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,g,1
e,k,y,b,t,n,c,b,e,e,missing,s,s,e,e,w,t,e,w,c,w,0
p,x,y,y,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,p,1
p,x,y,n,f,s,c,n,b,t,missing,s,k,p,w,w,o,e,w,v,d,1
p,f,y,g,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,p,1
p,x,y,g,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,p,1
p,f,y,y,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,g,1
p,f,y,g,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,d,1
p,f,f,g,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,g,1
p,f,y,y,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,1
p,x,f,y,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,d,1
p,x,s,w,t,f,c,b,p,t,b,f,f,w,w,w,o,p,h,v,u,1
p,x,y,y,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,g,1
p,f,f,y,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,p,1
p,x,f,y,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,g,1
p,x,y,y,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,p,1
